user_id,variant,order_value,order_value_pre
u_05426,variant,20.2,35.55
u_05427,variant,71.87,71.91
u_05428,variant,52.13,58.5
u_05429,variant,8.13,11.79
u_05430,variant,84.68,101.75
u_05431,variant,40.01,44.07
u_05432,variant,43.59,38.4
u_05433,variant,29.56,38.76
u_05434,variant,70.19,54.61
u_05435,variant,49.07,27.32
u_05436,variant,43.45,36.63
u_05437,variant,84.22,68.96
u_05438,variant,83.16,86.9
u_05439,variant,47.27,29.26
u_05440,variant,31.2,43.22
u_05441,variant,2.07,12.27
u_05442,variant,49.78,52.81
u_05443,variant,66.23,72.54
u_05444,variant,50.98,44.59
u_05445,variant,96.03,82.24
u_05446,variant,8.55,17.14
u_05447,variant,27.69,25.39
u_05448,variant,96.43,92.86
u_05449,variant,66.5,84.41
u_05450,variant,23.59,6.27
u_05451,variant,29.89,1.51
u_05452,variant,74.65,65.8
u_05453,variant,59.7,63.52
u_05454,variant,51.89,55.17
u_05455,variant,85.22,90.24
u_05456,variant,53.39,42.77
u_05457,variant,14.61,25.25
u_05458,variant,76.25,74.99
u_05459,variant,71.71,77.43
u_05460,variant,38.57,22.36
u_05461,variant,29.23,23.4
u_05462,variant,5.67,14.76
u_05463,variant,40.05,44.22
u_05464,variant,55.15,53.27
u_05465,variant,86.18,85.49
u_05466,variant,43.91,49.19
u_05467,variant,33.16,40.41
u_05468,variant,63.43,52.49
u_05469,variant,69.43,67.94
u_05470,variant,66.44,44.6
u_05471,variant,64.57,55.82
u_05472,variant,18.24,28.01
u_05473,variant,64.6,61.55
u_05474,variant,73.6,48.69
u_05475,variant,35.04,22.87
u_05476,variant,66.16,78.95
u_05477,variant,106.31,109.48
u_05478,variant,27.71,13.4
u_05479,variant,5.59,7.78
u_05480,variant,50.72,36.97
u_05481,variant,46.5,47.11
u_05482,variant,47.48,42.4
u_05483,variant,36.32,22.51
u_05484,variant,11.99,16.89
u_05485,variant,43.46,48.32
u_05486,variant,36.59,43.85
u_05487,variant,51.23,38.7
u_05488,variant,38.48,41.45
u_05489,variant,57.1,43.44
u_05490,variant,34.91,33.36
u_05491,variant,29.46,18.52
u_05492,variant,43.85,53.64
u_05493,variant,79.55,56.24
u_05494,variant,48.87,46.88
u_05495,variant,114.89,116.95
u_05496,variant,54.15,57.16
u_05497,variant,35.83,39.28
u_05498,variant,29.79,26.73
u_05499,variant,46.31,25.93
u_05500,variant,43.18,58.29
u_05501,variant,48.38,46.98
u_05502,variant,33.05,39.39
u_05503,variant,57.35,66.56
u_05504,variant,80.36,84.19
u_05505,variant,61.39,52.34
u_05506,variant,66.52,57.95
u_05507,variant,34.15,27.44
u_05508,variant,88.88,84.65
u_05509,variant,29.52,27.2
u_05510,variant,63.73,51.1
u_05511,variant,59.34,54.23
u_05512,variant,82.98,89.3
u_05513,variant,122.01,92.68
u_05514,variant,30.75,33.94
u_05515,variant,39.08,34.97
u_05516,variant,74.96,69.03
u_05517,variant,118.31,111.23
u_05518,variant,52.13,42.18
u_05519,variant,24.76,25.84
u_05520,variant,36.46,29.7
u_05521,variant,17.14,26.8
u_05522,variant,31.9,30.41
u_05523,variant,67.18,71.79
u_05524,variant,91.73,68.19
u_05525,variant,56.5,59.45
u_05526,variant,30.23,29.02
u_05527,variant,78.72,70.08
u_05528,variant,52.53,55.71
u_05529,variant,48.3,29.94
u_05530,variant,69.82,46.87
u_05531,variant,44.88,41.07
u_05532,variant,64.03,50.34
u_05533,variant,61.15,61.64
u_05534,variant,74.02,61.42
u_05535,variant,18.57,29.97
u_05536,variant,84.95,80.36
u_05537,variant,47.07,62.87
u_05538,variant,107.92,109.63
u_05539,variant,78.26,59.23
u_05540,variant,34.54,45.49
u_05541,variant,70.39,69.01
u_05542,variant,87.17,80.45
u_05543,variant,58.99,45.73
u_05544,variant,37.71,18.12
u_05545,variant,24.99,10.7
u_05546,variant,25.19,20.01
u_05547,variant,24.89,23.85
u_05548,variant,38.98,47.11
u_05549,variant,43.52,39.53
u_05550,variant,28.4,43.21
u_05551,variant,119.61,106.21
u_05552,variant,60.91,66.89
u_05553,variant,29.62,40.51
u_05554,variant,127.65,129.62
u_05555,variant,63.27,51.13
u_05556,variant,1.0,7.32
u_05557,variant,120.44,105.21
u_05558,variant,108.39,95.75
u_05559,variant,71.31,59.53
u_05560,variant,41.05,44.92
u_05561,variant,81.5,72.08
u_05562,variant,60.92,51.11
u_05563,variant,37.5,20.09
u_05564,variant,47.67,48.19
u_05565,variant,78.01,71.89
u_05566,variant,34.13,23.35
u_05567,variant,68.74,85.17
u_05568,variant,40.38,55.06
u_05569,variant,28.65,20.39
u_05570,variant,86.32,83.43
u_05571,variant,29.28,19.46
u_05572,variant,47.95,30.19
u_05573,variant,59.21,51.9
u_05574,variant,51.26,39.63
u_05575,variant,45.54,45.96
u_05576,variant,78.91,75.91
u_05577,variant,71.82,74.85
u_05578,variant,37.1,39.51
u_05579,variant,29.53,23.9
u_05580,variant,65.99,50.89
u_05581,variant,9.42,33.33
u_05582,variant,51.39,38.55
u_05583,variant,77.09,85.2
u_05584,variant,36.73,19.61
u_05585,variant,26.92,28.33
u_05586,variant,24.65,31.51
u_05587,variant,22.82,32.2
u_05588,variant,28.5,29.83
u_05589,variant,36.32,24.04
u_05590,variant,132.16,115.39
u_05591,variant,54.72,55.8
u_05592,variant,44.29,36.58
u_05593,variant,44.37,42.31
u_05594,variant,33.67,33.82
u_05595,variant,60.13,52.44
u_05596,variant,94.99,76.27
u_05597,variant,54.95,47.96
u_05598,variant,73.24,79.5
u_05599,variant,74.89,61.57
u_05600,variant,125.44,118.87
u_05601,variant,72.68,72.07
u_05602,variant,128.4,116.33
u_05603,variant,77.16,81.96
u_05604,variant,54.01,54.72
u_05605,variant,28.32,27.89
u_05606,variant,73.96,64.21
u_05607,variant,82.71,78.7
u_05608,variant,79.5,78.54
u_05609,variant,20.66,1.0
u_05610,variant,60.19,41.22
u_05611,variant,58.03,69.17
u_05612,variant,42.67,32.76
u_05613,variant,45.17,28.96
u_05614,variant,31.56,25.67
u_05615,variant,11.7,5.11
u_05616,variant,74.8,73.48
u_05617,variant,41.0,29.91
u_05618,variant,41.88,30.24
u_05619,variant,56.73,33.56
u_05620,variant,72.05,59.06
u_05621,variant,56.03,47.66
u_05622,variant,47.28,63.48
u_05623,variant,8.29,1.56
u_05624,variant,88.64,62.22
u_05625,variant,113.16,106.02
u_05626,variant,52.83,50.39
u_05627,variant,41.11,23.66
u_05628,variant,36.13,39.75
u_05629,variant,35.56,27.19
u_05630,variant,103.13,95.26
u_05631,variant,54.68,25.75
u_05632,variant,61.63,39.11
u_05633,variant,44.54,36.07
u_05634,variant,62.93,52.05
u_05635,variant,30.93,31.45
u_05636,variant,48.69,37.02
u_05637,variant,28.49,33.61
u_05638,variant,86.7,78.07
u_05639,variant,8.78,11.99
u_05640,variant,37.44,42.56
u_05641,variant,79.51,73.07
u_05642,variant,76.0,65.96
u_05643,variant,20.58,29.31
u_05644,variant,85.37,64.86
u_05645,variant,34.78,39.16
u_05646,variant,51.2,29.8
u_05647,variant,74.52,73.48
u_05648,variant,47.55,37.83
u_05649,variant,16.63,20.43
u_05650,variant,20.98,20.67
u_05651,variant,67.52,48.27
u_05652,variant,34.42,50.51
u_05653,variant,22.31,46.28
u_05654,variant,58.13,68.63
u_05655,variant,42.0,44.04
u_05656,variant,34.49,30.27
u_05657,variant,69.35,73.64
u_05658,variant,64.36,66.61
u_05659,variant,39.92,48.98
u_05660,variant,46.79,29.53
u_05661,variant,67.22,88.72
u_05662,variant,38.9,43.14
u_05663,variant,39.25,47.94
u_05664,variant,109.12,93.18
u_05665,variant,33.17,24.48
u_05666,variant,39.63,36.02
u_05667,variant,39.8,38.18
u_05668,variant,23.12,20.43
u_05669,variant,30.53,18.38
u_05670,variant,109.27,91.22
u_05671,variant,48.94,46.94
u_05672,variant,59.83,41.94
u_05673,variant,23.51,25.46
u_05674,variant,28.65,21.64
u_05675,variant,111.28,100.2
u_05676,variant,43.26,24.28
u_05677,variant,56.23,53.11
u_05678,variant,5.28,5.43
u_05679,variant,17.19,15.99
u_05680,variant,45.1,35.04
u_05681,variant,58.08,81.37
u_05682,variant,47.84,46.35
u_05683,variant,50.99,40.45
u_05684,variant,62.45,57.73
u_05685,variant,55.58,47.77
u_05686,variant,34.43,11.43
u_05687,variant,49.94,50.74
u_05688,variant,19.73,29.48
u_05689,variant,31.83,22.69
u_05690,variant,35.06,35.44
u_05691,variant,41.18,42.68
u_05692,variant,60.0,51.14
u_05693,variant,20.84,29.18
u_05694,variant,42.38,9.32
u_05695,variant,56.85,74.48
u_05696,variant,68.07,74.22
u_05697,variant,95.61,83.53
u_05698,variant,52.16,43.02
u_05699,variant,33.22,34.26
u_05700,variant,14.08,35.73
u_05701,variant,49.29,40.8
u_05702,variant,27.68,14.32
u_05703,variant,97.58,102.44
u_05704,variant,42.72,42.5
u_05705,variant,86.28,80.84
u_05706,variant,29.33,26.71
u_05707,variant,54.01,45.72
u_05708,variant,49.05,43.52
u_05709,variant,23.5,3.4
u_05710,variant,58.63,36.31
u_05711,variant,48.97,47.3
u_05712,variant,2.96,10.45
u_05713,variant,61.84,64.59
u_05714,variant,53.34,38.82
u_05715,variant,27.32,33.59
u_05716,variant,62.95,58.85
u_05717,variant,73.25,67.75
u_05718,variant,152.86,151.3
u_05719,variant,14.46,32.56
u_05720,variant,97.65,89.52
u_05721,variant,77.92,79.23
u_05722,variant,62.03,58.8
u_05723,variant,21.98,29.91
u_05724,variant,45.33,35.97
u_05725,variant,26.77,30.29
u_05726,variant,40.54,33.53
u_05727,variant,80.43,54.0
u_05728,variant,80.0,85.98
u_05729,variant,105.85,104.4
u_05730,variant,28.47,32.99
u_05731,variant,45.24,54.24
u_05732,variant,31.07,26.66
u_05733,variant,84.35,66.94
u_05734,variant,57.98,52.7
u_05735,variant,39.86,46.62
u_05736,variant,9.99,10.61
u_05737,variant,46.41,50.95
u_05738,variant,42.65,51.47
u_05739,variant,22.38,9.46
u_05740,variant,29.86,19.74
u_05741,variant,51.25,36.09
u_05742,variant,109.81,101.14
u_05743,variant,89.82,67.21
u_05744,variant,43.89,49.22
u_05745,variant,50.91,36.77
u_05746,variant,24.33,26.11
u_05747,variant,27.94,38.27
u_05748,variant,37.54,30.69
u_05749,variant,127.26,109.19
u_05750,variant,28.13,22.73
u_05751,variant,59.23,55.43
u_05752,variant,28.84,37.95
u_05753,variant,77.12,46.16
u_05754,variant,46.9,38.03
u_05755,variant,33.99,36.77
u_05756,variant,32.89,21.95
u_05757,variant,39.78,29.5
u_05758,variant,31.33,34.01
u_05759,variant,22.31,39.39
u_05760,variant,12.87,18.24
u_05761,variant,47.08,43.99
u_05762,variant,65.17,40.93
u_05763,variant,58.34,61.56
u_05764,variant,101.16,83.59
u_05765,variant,13.45,12.08
u_05766,variant,72.22,49.06
u_05767,variant,58.67,45.85
u_05768,variant,16.87,12.24
u_05769,variant,40.97,32.85
u_05770,variant,24.44,16.31
u_05771,variant,54.96,44.48
u_05772,variant,66.59,41.57
u_05773,variant,42.19,44.95
u_05774,variant,30.59,32.38
u_05775,variant,98.94,82.86
u_05776,variant,26.29,17.28
u_05777,variant,47.49,34.56
u_05778,variant,52.74,37.34
u_05779,variant,31.4,49.11
u_05780,variant,116.14,131.79
u_05781,variant,108.37,89.04
u_05782,variant,69.65,56.23
u_05783,variant,49.45,46.93
u_05784,variant,50.27,47.86
u_05785,variant,74.74,76.99
u_05786,variant,88.33,76.51
u_05787,variant,22.87,33.22
u_05788,variant,111.47,88.66
u_05789,variant,55.77,50.13
u_05790,variant,37.37,16.33
u_05791,variant,45.7,42.82
u_05792,variant,53.25,61.9
u_05793,variant,55.65,37.66
u_05794,variant,45.6,27.67
u_05795,variant,39.05,48.41
u_05796,variant,55.72,54.15
u_05797,variant,86.59,67.75
u_05798,variant,85.91,87.64
u_05799,variant,29.03,22.4
u_05800,variant,51.25,50.6
u_05801,variant,27.47,31.48
u_05802,variant,63.72,59.11
u_05803,variant,125.81,131.67
u_05804,variant,91.13,71.2
u_05805,variant,65.51,60.83
u_05806,variant,65.18,76.77
u_05807,variant,98.3,89.08
u_05808,variant,66.4,60.62
u_05809,variant,28.04,29.91
u_05810,variant,105.91,113.1
u_05811,variant,44.46,58.5
u_05812,variant,51.53,60.67
u_05813,variant,105.77,62.65
u_05814,variant,127.72,114.72
u_05815,variant,35.14,31.73
u_05816,variant,79.11,79.56
u_05817,variant,41.12,48.75
u_05818,variant,50.74,44.04
u_05819,variant,12.6,38.08
u_05820,variant,37.21,32.29
u_05821,variant,54.12,45.23
u_05822,variant,60.42,66.91
u_05823,variant,54.83,65.84
u_05824,variant,75.53,79.4
u_05825,variant,36.62,31.93
u_05826,variant,41.65,47.9
u_05827,variant,49.89,36.71
u_05828,variant,59.74,33.18
u_05829,variant,41.03,27.9
u_05830,variant,66.79,41.8
u_05831,variant,67.82,76.69
u_05832,variant,71.05,49.76
u_05833,variant,41.08,35.28
u_05834,variant,59.65,41.79
u_05835,variant,41.68,44.17
u_05836,variant,61.81,55.57
u_05837,variant,79.3,78.52
u_05838,variant,78.29,78.75
u_05839,variant,29.92,38.01
u_05840,variant,37.45,36.51
u_05841,variant,85.64,70.41
u_05842,variant,44.57,44.32
u_05843,variant,55.1,46.88
u_05844,variant,51.34,50.77
u_05845,variant,51.28,46.82
u_05846,variant,68.33,52.53
u_05847,variant,21.11,20.85
u_05848,variant,56.2,63.34
u_05849,variant,39.95,31.89
u_05850,variant,42.78,45.36
u_05851,variant,55.78,47.76
u_05852,variant,36.0,14.81
u_05853,variant,49.07,33.78
u_05854,variant,51.05,35.86
u_05855,variant,48.72,59.63
u_05856,variant,37.47,40.22
u_05857,variant,43.04,43.91
u_05858,variant,39.25,27.15
u_05859,variant,26.99,32.77
u_05860,variant,55.94,44.08
u_05861,variant,82.57,81.59
u_05862,variant,86.81,80.12
u_05863,variant,23.07,14.8
u_05864,variant,73.04,71.57
u_05865,variant,41.36,33.76
u_05866,variant,45.8,45.1
u_05867,variant,12.58,14.18
u_05868,variant,19.34,11.66
u_05869,variant,127.25,136.86
u_05870,variant,46.28,56.12
u_05871,variant,40.15,53.13
u_05872,variant,56.82,39.62
u_05873,variant,55.15,40.67
u_05874,variant,76.87,63.81
u_05875,variant,55.02,56.52
u_05876,variant,74.22,72.07
u_05877,variant,33.03,33.56
u_05878,variant,25.18,13.74
u_05879,variant,78.35,67.49
u_05880,variant,62.78,59.74
u_05881,variant,22.45,30.29
u_05882,variant,17.13,25.88
u_05883,variant,59.32,50.16
u_05884,variant,76.89,61.58
u_05885,variant,21.42,30.6
u_05886,variant,99.26,98.01
u_05887,variant,65.38,70.11
u_05888,variant,86.86,75.46
u_05889,variant,53.38,48.11
u_05890,variant,75.91,45.8
u_05891,variant,22.33,17.1
u_05892,variant,45.26,24.75
u_05893,variant,59.33,47.99
u_05894,variant,63.07,49.77
u_05895,variant,54.01,57.19
u_05896,variant,17.26,15.16
u_05897,variant,29.35,34.17
u_05898,variant,64.5,57.39
u_05899,variant,52.55,62.91
u_05900,variant,38.65,33.87
u_05901,variant,63.84,65.63
u_05902,variant,51.81,67.81
u_05903,variant,129.07,102.87
u_05904,variant,57.95,60.27
u_05905,variant,34.1,55.09
u_05906,variant,38.5,36.12
u_05907,variant,10.35,28.16
u_05908,variant,64.48,65.36
u_05909,variant,59.84,54.82
u_05910,variant,25.34,22.36
u_05911,variant,65.16,68.56
u_05912,variant,52.17,42.01
u_05913,variant,39.05,31.28
u_05914,variant,14.85,11.65
u_05915,variant,71.46,62.38
u_05916,variant,99.73,91.53
u_05917,variant,50.36,28.69
u_05918,variant,47.75,48.99
u_05919,variant,64.83,51.26
u_05920,variant,16.29,1.0
u_05921,variant,27.25,19.7
u_05922,variant,32.11,21.95
u_05923,variant,108.42,102.06
u_05924,variant,9.7,14.65
u_05925,variant,53.03,44.55
u_05926,variant,47.67,47.62
u_05927,variant,27.65,23.63
u_05928,variant,17.3,15.07
u_05929,variant,49.37,38.83
u_05930,variant,34.48,37.35
u_05931,variant,57.83,58.57
u_05932,variant,67.48,75.82
u_05933,variant,33.79,19.61
u_05934,variant,35.59,40.3
u_05935,variant,27.6,48.89
u_05936,variant,61.55,65.52
u_05937,variant,62.03,51.09
u_05938,variant,19.54,16.41
u_05939,variant,81.92,82.37
u_05940,variant,42.94,39.34
u_05941,variant,41.09,30.72
u_05942,variant,22.52,31.65
u_05943,variant,43.71,51.14
u_05944,variant,54.88,40.79
u_05945,variant,82.9,92.56
u_05946,variant,45.83,51.57
u_05947,variant,32.51,26.75
u_05948,variant,45.78,51.51
u_05949,variant,102.18,100.96
u_05950,variant,11.94,17.91
u_05951,variant,58.85,57.09
u_05952,variant,21.28,1.0
u_05953,variant,93.53,87.76
u_05954,variant,32.68,44.93
u_05955,variant,20.91,25.38
u_05956,variant,96.37,90.36
u_05957,variant,35.44,41.58
u_05958,variant,57.11,41.12
u_05959,variant,38.81,37.28
u_05960,variant,32.83,29.96
u_05961,variant,6.42,12.13
u_05962,variant,55.02,49.44
u_05963,variant,8.64,24.65
u_05964,variant,78.33,72.08
u_05965,variant,19.74,21.23
u_05966,variant,52.25,46.57
u_05967,variant,38.6,30.59
u_05968,variant,45.27,44.57
u_05969,variant,43.41,35.52
u_05970,variant,64.48,57.42
u_05971,variant,104.4,82.39
u_05972,variant,39.13,41.48
u_05973,variant,15.81,20.81
u_05974,variant,78.97,87.39
u_05975,variant,56.74,72.75
u_05976,variant,35.86,26.49
u_05977,variant,27.94,31.69
u_05978,variant,62.23,66.52
u_05979,variant,47.13,39.95
u_05980,variant,117.73,93.98
u_05981,variant,58.55,45.0
u_05982,variant,26.72,39.75
u_05983,variant,24.58,15.45
u_05984,variant,60.8,31.26
u_05985,variant,6.44,5.68
u_05986,variant,12.79,3.82
u_05987,variant,47.08,24.72
u_05988,variant,40.22,22.16
u_05989,variant,39.69,29.46
u_05990,variant,53.72,58.51
u_05991,variant,72.51,81.16
u_05992,variant,78.58,58.44
u_05993,variant,77.67,62.07
u_05994,variant,48.93,34.1
u_05995,variant,14.46,25.08
u_05996,variant,45.55,50.34
u_05997,variant,57.0,64.11
u_05998,variant,47.6,41.04
u_05999,variant,48.38,36.45
